Date,NASDAQ Close
19-Apr-01,2182.14
20-Apr-01,2163.41
23-Apr-01,2059.32
24-Apr-01,2016.61
25-Apr-01,2059.8
26-Apr-01,2034.88
27-Apr-01,2075.68
30-Apr-01,2116.24
1-May-01,2168.24
2-May-01,2220.6
3-May-01,2146.2
4-May-01,2191.53
7-May-01,2173.57
8-May-01,2198.77
9-May-01,2156.63
10-May-01,2128.86
11-May-01,2107.43
14-May-01,2081.92
15-May-01,2085.58
16-May-01,2166.44
17-May-01,2193.68
18-May-01,2198.88
21-May-01,2305.59
22-May-01,2313.85
23-May-01,2243.48
24-May-01,2282.02
25-May-01,2251.03
29-May-01,2175.54
30-May-01,2084.5
31-May-01,2110.49
1-Jun-01,2149.44
4-Jun-01,2155.93
5-Jun-01,2233.66
6-Jun-01,2217.73
7-Jun-01,2264
8-Jun-01,2215.1
11-Jun-01,2170.78
12-Jun-01,2169.95
13-Jun-01,2121.66
14-Jun-01,2044.07
15-Jun-01,2028.43
18-Jun-01,1988.63
19-Jun-01,1992.66
20-Jun-01,2031.24
21-Jun-01,2058.76
22-Jun-01,2034.84
25-Jun-01,2050.87
26-Jun-01,2064.62
27-Jun-01,2074.74
28-Jun-01,2125.46
29-Jun-01,2160.54
2-Jul-01,2148.72
3-Jul-01,2140.8
5-Jul-01,2080.11
6-Jul-01,2004.16
9-Jul-01,2026.71
10-Jul-01,1962.79
11-Jul-01,1972.04
12-Jul-01,2075.74
13-Jul-01,2084.79
16-Jul-01,2029.12
17-Jul-01,2067.32
18-Jul-01,2016.17
19-Jul-01,2046.59
20-Jul-01,2029.37
23-Jul-01,1988.56
24-Jul-01,1959.24
25-Jul-01,1984.32
26-Jul-01,2022.96
27-Jul-01,2029.07
30-Jul-01,2017.84
31-Jul-01,2027.13
1-Aug-01,2068.38
2-Aug-01,2087.38
3-Aug-01,2066.33
6-Aug-01,2034.26
7-Aug-01,2027.79
8-Aug-01,1966.36
9-Aug-01,1963.32
10-Aug-01,1956.47
13-Aug-01,1982.25
14-Aug-01,1964.53
15-Aug-01,1918.89
16-Aug-01,1930.32
17-Aug-01,1867.01
20-Aug-01,1881.35
21-Aug-01,1831.3
22-Aug-01,1860.01
23-Aug-01,1842.97
24-Aug-01,1916.8
27-Aug-01,1912.41
28-Aug-01,1864.98
29-Aug-01,1843.17
30-Aug-01,1791.68
31-Aug-01,1805.43
4-Sep-01,1770.78
5-Sep-01,1759.01
6-Sep-01,1705.64
7-Sep-01,1687.7
10-Sep-01,1695.38
17-Sep-01,1579.55
18-Sep-01,1555.08
19-Sep-01,1527.8
20-Sep-01,1470.93
21-Sep-01,1423.19
24-Sep-01,1499.4
25-Sep-01,1501.64
26-Sep-01,1464.04
27-Sep-01,1460.71
28-Sep-01,1498.8
1-Oct-01,1480.46
2-Oct-01,1492.33
3-Oct-01,1580.81
4-Oct-01,1597.31
5-Oct-01,1605.3
8-Oct-01,1605.95
9-Oct-01,1570.19
10-Oct-01,1626.26
11-Oct-01,1701.47
12-Oct-01,1703.4
15-Oct-01,1696.31
16-Oct-01,1722.07
17-Oct-01,1646.34
18-Oct-01,1652.72
19-Oct-01,1671.31
22-Oct-01,1708.08
23-Oct-01,1704.44
24-Oct-01,1731.54
25-Oct-01,1775.47
26-Oct-01,1768.96
29-Oct-01,1699.52
30-Oct-01,1667.41
31-Oct-01,1690.2
1-Nov-01,1746.3
2-Nov-01,1745.73
5-Nov-01,1793.65
6-Nov-01,1835.08
7-Nov-01,1837.53
8-Nov-01,1827.77
9-Nov-01,1828.48
12-Nov-01,1840.13
13-Nov-01,1892.11
14-Nov-01,1903.19
15-Nov-01,1900.57
16-Nov-01,1898.58
19-Nov-01,1934.42
20-Nov-01,1880.51
21-Nov-01,1875.05
23-Nov-01,1903.2
26-Nov-01,1941.23
27-Nov-01,1935.97
28-Nov-01,1887.97
29-Nov-01,1933.26
30-Nov-01,1930.58
3-Dec-01,1904.9
4-Dec-01,1963.1
5-Dec-01,2046.84
6-Dec-01,2054.27
7-Dec-01,2021.26
10-Dec-01,1992.12
11-Dec-01,2001.93
12-Dec-01,2011.38
13-Dec-01,1946.51
14-Dec-01,1953.17
17-Dec-01,1987.45
18-Dec-01,2004.76
19-Dec-01,1982.89
20-Dec-01,1918.54
21-Dec-01,1945.83
24-Dec-01,1944.48
26-Dec-01,1960.7
27-Dec-01,1976.42
28-Dec-01,1987.26
31-Dec-01,1950.4
2-Jan-02,1979.25
3-Jan-02,2044.27
4-Jan-02,2059.38
7-Jan-02,2037.1
8-Jan-02,2055.74
9-Jan-02,2044.89
10-Jan-02,2047.24
11-Jan-02,2022.46
14-Jan-02,1990.74
15-Jan-02,2000.91
16-Jan-02,1944.44
17-Jan-02,1985.82
18-Jan-02,1930.34
22-Jan-02,1882.53
23-Jan-02,1922.38
24-Jan-02,1942.58
25-Jan-02,1937.7
28-Jan-02,1943.91
29-Jan-02,1892.99
30-Jan-02,1913.44
31-Jan-02,1934.03
1-Feb-02,1911.24
4-Feb-02,1855.53
5-Feb-02,1838.52
6-Feb-02,1812.71
7-Feb-02,1782.11
8-Feb-02,1818.88
11-Feb-02,1846.66
12-Feb-02,1834.21
13-Feb-02,1859.16
14-Feb-02,1843.37
15-Feb-02,1805.2
19-Feb-02,1750.61
20-Feb-02,1775.57
21-Feb-02,1716.24
22-Feb-02,1724.54
25-Feb-02,1769.88
26-Feb-02,1766.86
27-Feb-02,1751.88
28-Feb-02,1731.49
1-Mar-02,1802.74
4-Mar-02,1859.32
5-Mar-02,1866.29
6-Mar-02,1890.4
7-Mar-02,1881.63
8-Mar-02,1929.67
11-Mar-02,1929.49
12-Mar-02,1897.12
13-Mar-02,1862.03
14-Mar-02,1854.14
15-Mar-02,1868.3
18-Mar-02,1877.06
19-Mar-02,1880.87
20-Mar-02,1832.87
21-Mar-02,1868.83
22-Mar-02,1851.39
25-Mar-02,1812.49
26-Mar-02,1824.17
27-Mar-02,1826.75
28-Mar-02,1845.35
1-Apr-02,1862.62
2-Apr-02,1804.4
3-Apr-02,1784.35
4-Apr-02,1789.75
5-Apr-02,1770.03
8-Apr-02,1785.87
9-Apr-02,1742.57
10-Apr-02,1767.07
11-Apr-02,1725.24
12-Apr-02,1756.19
15-Apr-02,1753.78
16-Apr-02,1816.79
17-Apr-02,1810.67
18-Apr-02,1802.43
19-Apr-02,1796.83
22-Apr-02,1758.68
23-Apr-02,1730.29
24-Apr-02,1713.34
25-Apr-02,1713.7
26-Apr-02,1663.89
29-Apr-02,1656.93
30-Apr-02,1688.23
1-May-02,1677.53
2-May-02,1644.82
3-May-02,1613.03
6-May-02,1578.48
7-May-02,1573.82
8-May-02,1696.29
9-May-02,1650.49
10-May-02,1600.85
13-May-02,1652.54
14-May-02,1719.05
15-May-02,1725.56
16-May-02,1730.44
17-May-02,1741.39
20-May-02,1701.59
21-May-02,1664.18
22-May-02,1673.45
23-May-02,1697.63
24-May-02,1661.49
28-May-02,1652.17
29-May-02,1624.39
30-May-02,1631.92
31-May-02,1615.73
3-Jun-02,1562.56
4-Jun-02,1578.12
5-Jun-02,1595.26
6-Jun-02,1554.88
7-Jun-02,1535.48
10-Jun-02,1530.69
11-Jun-02,1497.18
12-Jun-02,1519.12
13-Jun-02,1496.88
14-Jun-02,1504.74
17-Jun-02,1553.29
18-Jun-02,1542.96
19-Jun-02,1496.83
20-Jun-02,1464.75
21-Jun-02,1440.96
24-Jun-02,1460.34
25-Jun-02,1423.99
26-Jun-02,1429.33
27-Jun-02,1459.2
28-Jun-02,1463.21
1-Jul-02,1403.8
2-Jul-02,1357.82
3-Jul-02,1380.17
5-Jul-02,1448.36
8-Jul-02,1405.61
9-Jul-02,1381.12
10-Jul-02,1346.01
11-Jul-02,1374.43
12-Jul-02,1373.5
15-Jul-02,1382.62
16-Jul-02,1375.26
17-Jul-02,1397.25
18-Jul-02,1356.95
19-Jul-02,1319.15
22-Jul-02,1282.65
23-Jul-02,1229.05
24-Jul-02,1290.23
25-Jul-02,1240.08
26-Jul-02,1262.12
29-Jul-02,1335.25
30-Jul-02,1344.19
31-Jul-02,1328.26
1-Aug-02,1280
2-Aug-02,1247.92
5-Aug-02,1206.01
6-Aug-02,1259.55
7-Aug-02,1280.9
8-Aug-02,1316.52
9-Aug-02,1306.12
12-Aug-02,1306.84
13-Aug-02,1269.28
14-Aug-02,1334.3
15-Aug-02,1345.01
16-Aug-02,1361.01
19-Aug-02,1394.54
20-Aug-02,1376.59
21-Aug-02,1409.25
22-Aug-02,1422.95
23-Aug-02,1380.62
26-Aug-02,1391.74
27-Aug-02,1347.78
28-Aug-02,1314.38
29-Aug-02,1335.77
30-Aug-02,1314.85
3-Sep-02,1263.84
4-Sep-02,1292.31
5-Sep-02,1251
6-Sep-02,1295.3
9-Sep-02,1304.6
10-Sep-02,1320.09
11-Sep-02,1315.45
12-Sep-02,1279.68
13-Sep-02,1291.4
16-Sep-02,1275.88
17-Sep-02,1259.94
18-Sep-02,1252.13
19-Sep-02,1216.45
20-Sep-02,1221.09
23-Sep-02,1184.93
24-Sep-02,1182.17
25-Sep-02,1222.29
26-Sep-02,1221.61
27-Sep-02,1199.16
30-Sep-02,1172.06
1-Oct-02,1213.72
2-Oct-02,1187.3
3-Oct-02,1165.56
4-Oct-02,1139.9
7-Oct-02,1119.4
8-Oct-02,1129.22
9-Oct-02,1114.11
10-Oct-02,1163.37
11-Oct-02,1210.47
14-Oct-02,1220.53
15-Oct-02,1282.44
16-Oct-02,1232.42
17-Oct-02,1272.29
18-Oct-02,1287.86
21-Oct-02,1309.67
22-Oct-02,1292.8
23-Oct-02,1320.23
24-Oct-02,1298.71
25-Oct-02,1331.13
28-Oct-02,1315.83
29-Oct-02,1300.54
30-Oct-02,1326.73
31-Oct-02,1329.75
1-Nov-02,1360.7
4-Nov-02,1396.54
5-Nov-02,1401.17
6-Nov-02,1418.99
7-Nov-02,1376.71
8-Nov-02,1359.28
11-Nov-02,1319.19
12-Nov-02,1349.56
13-Nov-02,1361.33
14-Nov-02,1411.52
15-Nov-02,1411.14
18-Nov-02,1393.69
19-Nov-02,1374.51
20-Nov-02,1419.35
21-Nov-02,1467.55
22-Nov-02,1468.74
25-Nov-02,1481.9
26-Nov-02,1444.43
27-Nov-02,1487.94
29-Nov-02,1478.78
2-Dec-02,1484.78
3-Dec-02,1448.96
4-Dec-02,1430.35
5-Dec-02,1410.75
6-Dec-02,1422.44
9-Dec-02,1367.14
10-Dec-02,1390.76
11-Dec-02,1396.59
12-Dec-02,1399.55
13-Dec-02,1362.42
16-Dec-02,1400.33
17-Dec-02,1392.05
18-Dec-02,1361.51
19-Dec-02,1354.1
20-Dec-02,1363.05
23-Dec-02,1381.69
24-Dec-02,1372.47
26-Dec-02,1367.89
27-Dec-02,1348.31
30-Dec-02,1339.54
31-Dec-02,1335.51
2-Jan-03,1384.85
3-Jan-03,1387.08
6-Jan-03,1421.32
7-Jan-03,1431.57
8-Jan-03,1401.07
9-Jan-03,1438.46
10-Jan-03,1447.72
13-Jan-03,1446.04
14-Jan-03,1460.99
15-Jan-03,1438.8
16-Jan-03,1423.75
17-Jan-03,1376.19
21-Jan-03,1364.25
22-Jan-03,1359.48
23-Jan-03,1388.27
24-Jan-03,1342.14
27-Jan-03,1325.27
28-Jan-03,1342.18
29-Jan-03,1358.06
30-Jan-03,1322.35
31-Jan-03,1320.91
3-Feb-03,1323.79
4-Feb-03,1306.15
5-Feb-03,1301.5
6-Feb-03,1301.73
7-Feb-03,1282.47
10-Feb-03,1296.68
11-Feb-03,1295.46
12-Feb-03,1278.97
13-Feb-03,1277.44
14-Feb-03,1310.17
18-Feb-03,1346.54
19-Feb-03,1334.32
20-Feb-03,1331.23
21-Feb-03,1349.02
24-Feb-03,1322.38
25-Feb-03,1328.98
26-Feb-03,1303.68
27-Feb-03,1323.94
28-Feb-03,1337.52
3-Mar-03,1320.29
4-Mar-03,1307.77
5-Mar-03,1314.4
6-Mar-03,1302.89
7-Mar-03,1305.29
10-Mar-03,1278.37
11-Mar-03,1271.47
12-Mar-03,1279.24
13-Mar-03,1340.77
14-Mar-03,1340.33
17-Mar-03,1392.27
18-Mar-03,1400.55
19-Mar-03,1397.07
20-Mar-03,1402.77
21-Mar-03,1421.84
24-Mar-03,1369.78
25-Mar-03,1391.01
26-Mar-03,1387.45
27-Mar-03,1384.25
28-Mar-03,1369.6
31-Mar-03,1341.17
1-Apr-03,1348.3
2-Apr-03,1396.72
3-Apr-03,1396.58
4-Apr-03,1383.51
7-Apr-03,1389.51
8-Apr-03,1382.94
9-Apr-03,1356.74
10-Apr-03,1365.61
11-Apr-03,1358.85
14-Apr-03,1384.95
15-Apr-03,1391.01
16-Apr-03,1394.72
17-Apr-03,1425.5
21-Apr-03,1424.37
22-Apr-03,1451.36
23-Apr-03,1466.16
24-Apr-03,1457.23
25-Apr-03,1434.54
28-Apr-03,1462.24
29-Apr-03,1471.3
30-Apr-03,1464.31
1-May-03,1472.56
2-May-03,1502.88
5-May-03,1504.04
6-May-03,1523.71
7-May-03,1506.76
8-May-03,1489.69
9-May-03,1520.15
12-May-03,1541.4
13-May-03,1539.68
14-May-03,1534.9
15-May-03,1551.38
16-May-03,1538.53
19-May-03,1492.77
20-May-03,1491.09
21-May-03,1489.87
22-May-03,1507.55
23-May-03,1510.09
27-May-03,1556.69
28-May-03,1563.24
29-May-03,1574.95
30-May-03,1595.91
2-Jun-03,1590.75
3-Jun-03,1603.56
4-Jun-03,1634.65
5-Jun-03,1646.01
6-Jun-03,1627.42
9-Jun-03,1603.97
10-Jun-03,1627.67
11-Jun-03,1646.02
12-Jun-03,1653.62
13-Jun-03,1626.49
16-Jun-03,1666.58
17-Jun-03,1668.44
18-Jun-03,1677.14
19-Jun-03,1648.64
20-Jun-03,1644.72
23-Jun-03,1610.75
24-Jun-03,1605.61
25-Jun-03,1602.66
26-Jun-03,1634.01
27-Jun-03,1625.26
30-Jun-03,1622.8
1-Jul-03,1640.13
2-Jul-03,1678.73
3-Jul-03,1663.46
7-Jul-03,1720.71
8-Jul-03,1746.46
9-Jul-03,1747.46
10-Jul-03,1715.86
11-Jul-03,1733.93
14-Jul-03,1754.82
15-Jul-03,1753.21
16-Jul-03,1747.97
17-Jul-03,1698.02
18-Jul-03,1708.5
21-Jul-03,1681.41
22-Jul-03,1706.1
23-Jul-03,1719.18
24-Jul-03,1701.42
25-Jul-03,1730.7
28-Jul-03,1735.36
29-Jul-03,1731.37
30-Jul-03,1720.91
31-Jul-03,1735.02
1-Aug-03,1715.62
4-Aug-03,1714.06
5-Aug-03,1673.5
6-Aug-03,1652.68
7-Aug-03,1652.18
8-Aug-03,1644.03
11-Aug-03,1661.51
12-Aug-03,1687.01
13-Aug-03,1686.61
14-Aug-03,1700.34
15-Aug-03,1702.01
18-Aug-03,1739.49
19-Aug-03,1761.11
20-Aug-03,1760.54
21-Aug-03,1777.55
22-Aug-03,1765.32
25-Aug-03,1764.31
26-Aug-03,1770.65
27-Aug-03,1782.13
28-Aug-03,1800.18
29-Aug-03,1810.45
2-Sep-03,1841.48
3-Sep-03,1852.9
4-Sep-03,1868.97
5-Sep-03,1858.24
8-Sep-03,1888.62
9-Sep-03,1873.43
10-Sep-03,1823.81
11-Sep-03,1846.09
12-Sep-03,1855.03
15-Sep-03,1845.7
16-Sep-03,1887.25
17-Sep-03,1883.1
18-Sep-03,1909.55
19-Sep-03,1905.7
22-Sep-03,1874.62
23-Sep-03,1901.72
24-Sep-03,1843.7
25-Sep-03,1817.24
26-Sep-03,1792.07
29-Sep-03,1824.56
30-Sep-03,1786.94
1-Oct-03,1832.25
2-Oct-03,1836.22
3-Oct-03,1880.57
6-Oct-03,1893.46
7-Oct-03,1907.85
8-Oct-03,1893.78
9-Oct-03,1911.9
10-Oct-03,1915.31
13-Oct-03,1933.53
14-Oct-03,1943.19
15-Oct-03,1939.1
16-Oct-03,1950.14
17-Oct-03,1912.36
20-Oct-03,1925.14
21-Oct-03,1940.9
22-Oct-03,1898.07
23-Oct-03,1885.51
24-Oct-03,1865.59
27-Oct-03,1882.91
28-Oct-03,1932.26
29-Oct-03,1936.56
30-Oct-03,1932.69
31-Oct-03,1932.21
3-Nov-03,1967.7
4-Nov-03,1957.97
5-Nov-03,1959.37
6-Nov-03,1976.37
7-Nov-03,1970.74
10-Nov-03,1941.64
11-Nov-03,1930.75
12-Nov-03,1973.11
13-Nov-03,1967.35
14-Nov-03,1930.26
17-Nov-03,1909.61
18-Nov-03,1881.75
19-Nov-03,1899.65
20-Nov-03,1881.92
21-Nov-03,1893.88
24-Nov-03,1947.14
25-Nov-03,1943.04
26-Nov-03,1953.31
28-Nov-03,1960.26
1-Dec-03,1989.82
2-Dec-03,1980.07
3-Dec-03,1960.25
4-Dec-03,1968.8
5-Dec-03,1937.82
8-Dec-03,1948.85
9-Dec-03,1908.32
10-Dec-03,1904.65
11-Dec-03,1942.32
12-Dec-03,1949
15-Dec-03,1918.26
16-Dec-03,1924.29
17-Dec-03,1921.33
18-Dec-03,1956.18
19-Dec-03,1951.02
22-Dec-03,1955.8
23-Dec-03,1974.78
24-Dec-03,1969.23
26-Dec-03,1973.14
29-Dec-03,2006.48
30-Dec-03,2009.88
31-Dec-03,2003.37
2-Jan-04,2006.68
5-Jan-04,2047.36
6-Jan-04,2057.37
7-Jan-04,2077.68
8-Jan-04,2100.25
9-Jan-04,2086.92
12-Jan-04,2111.78
13-Jan-04,2096.44
14-Jan-04,2111.13
15-Jan-04,2109.08
16-Jan-04,2140.46
20-Jan-04,2147.98
21-Jan-04,2142.45
22-Jan-04,2119.01
23-Jan-04,2123.87
26-Jan-04,2153.83
27-Jan-04,2116.04
28-Jan-04,2077.37
29-Jan-04,2068.23
30-Jan-04,2066.15
2-Feb-04,2063.15
3-Feb-04,2066.21
4-Feb-04,2014.14
5-Feb-04,2019.56
6-Feb-04,2064.01
9-Feb-04,2060.57
10-Feb-04,2075.33
11-Feb-04,2089.66
12-Feb-04,2073.61
13-Feb-04,2053.56
17-Feb-04,2080.35
18-Feb-04,2076.47
19-Feb-04,2045.96
20-Feb-04,2037.93
23-Feb-04,2007.52
24-Feb-04,2005.44
25-Feb-04,2022.98
26-Feb-04,2032.57
27-Feb-04,2029.82
1-Mar-04,2057.8
2-Mar-04,2039.65
3-Mar-04,2033.36
4-Mar-04,2055.11
5-Mar-04,2047.63
8-Mar-04,2008.78
9-Mar-04,1995.16
10-Mar-04,1964.15
11-Mar-04,1943.89
12-Mar-04,1984.73
15-Mar-04,1939.2
16-Mar-04,1943.09
17-Mar-04,1976.76
18-Mar-04,1962.44
19-Mar-04,1940.47
22-Mar-04,1909.9
23-Mar-04,1901.8
24-Mar-04,1909.48
25-Mar-04,1967.17
26-Mar-04,1960.02
29-Mar-04,1992.57
30-Mar-04,2000.63
31-Mar-04,1994.22
1-Apr-04,2015.01
2-Apr-04,2057.17
5-Apr-04,2079.12
6-Apr-04,2059.9
7-Apr-04,2050.24
8-Apr-04,2052.88
12-Apr-04,2065.48
13-Apr-04,2030.08
14-Apr-04,2024.85
15-Apr-04,2002.17
16-Apr-04,1995.74
19-Apr-04,2020.43
20-Apr-04,1978.63
21-Apr-04,1995.63
22-Apr-04,2032.91
23-Apr-04,2049.77
26-Apr-04,2036.77
27-Apr-04,2032.53
28-Apr-04,1989.54
29-Apr-04,1958.78
30-Apr-04,1920.15
3-May-04,1938.72
4-May-04,1950.48
5-May-04,1957.26
6-May-04,1937.74
7-May-04,1917.96
10-May-04,1896.07
11-May-04,1931.35
12-May-04,1925.59
13-May-04,1926.03
14-May-04,1904.25
17-May-04,1876.64
18-May-04,1897.82
19-May-04,1898.17
20-May-04,1896.59
21-May-04,1912.09
24-May-04,1922.98
25-May-04,1964.65
26-May-04,1976.15
27-May-04,1984.5
28-May-04,1986.74
1-Jun-04,1990.77
2-Jun-04,1988.98
3-Jun-04,1960.26
4-Jun-04,1978.62
7-Jun-04,2020.62
8-Jun-04,2023.53
9-Jun-04,1990.61
10-Jun-04,1999.87
14-Jun-04,1969.99
15-Jun-04,1995.6
16-Jun-04,1998.23
17-Jun-04,1983.67
18-Jun-04,1986.73
21-Jun-04,1974.38
22-Jun-04,1994.15
23-Jun-04,2020.98
24-Jun-04,2015.57
25-Jun-04,2025.47
28-Jun-04,2019.82
29-Jun-04,2034.93
30-Jun-04,2047.79
1-Jul-04,2015.55
2-Jul-04,2006.66
6-Jul-04,1963.43
7-Jul-04,1966.08
8-Jul-04,1935.32
9-Jul-04,1946.33
12-Jul-04,1936.92
13-Jul-04,1931.66
14-Jul-04,1914.88
15-Jul-04,1912.71
16-Jul-04,1883.15
19-Jul-04,1883.83
20-Jul-04,1917.07
21-Jul-04,1874.37
22-Jul-04,1889.06
23-Jul-04,1849.09
26-Jul-04,1839.02
27-Jul-04,1869.1
